"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N8BHKXAP","conferencePaper","2014","Buehler, Erin; Kane, Shaun K.; Hurst, Amy","ABC and 3D: Opportunities and Obstacles to 3D Printing in Special Education Environments","Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility","978-1-4503-2720-6","","10.1145/2661334.2661365","http://doi.acm.org/10.1145/2661334.2661365","","2014","2018-02-06 13:50:35","2018-02-06 13:50:35","","107–114","","","","","","","ASSETS '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","3D printing; assistive technology; children; cognitive impairment; developmental disability; digital fabrication; rapid prototyping; special education; visual impairment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCQWM7TN","conferencePaper","2016","Costanza, Enrico; Bedwell, Ben; Jewell, Michael O.; Colley, James; Rodden, Tom","'A Bit Like British Weather, I Suppose': Design and Evaluation of the Temperature Calendar","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","978-1-4503-3362-7","","10.1145/2858036.2858367","http://doi.acm.org/10.1145/2858036.2858367","","2016","2018-02-06 13:51:31","2018-02-06 13:51:31","","4061–4072","","","","","","","CHI '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","buildings; energy; public displays; sustainability; visualization; workplace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQTMHM2W","conferencePaper","2016","N. Barreiro; C. Matos","A blended learning model for practical sessions","2016 Federated Conference on Computer Science and Information Systems (FedCSIS)","","","","","","2016-09-11","2018-02-06 15:03:16","2018-02-21 14:01:13","","903-912","","","","","","","","","","","","","","","","","","","","","","","","Adaptation models; blended learning model; checkpoint-based formative assessment experiment; computer aided instruction; Context; Education; education; education model; e-learning; E-learning; first year undergraduate programming course; informed teaching; MOOC; Programming profession; Software; student diversity; student engagement; teaching practice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 Federated Conference on Computer Science and Information Systems (FedCSIS)","","","","","","","","","","","","","","",""
"8IWZVE48","conferencePaper","2016","Chawla, Shuchi; Hartline, Jason; Nekipelov, Denis","A/B Testing of Auctions","Proceedings of the 2016 ACM Conference on Economics and Computation","978-1-4503-3936-0","","10.1145/2940716.2940757","http://doi.acm.org/10.1145/2940716.2940757","","2016","2018-02-06 13:52:21","2018-02-06 13:52:21","","19–20","","","","","","","EC '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","auction design; inference; position auctions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8APFMEZV","journalArticle","2014","Sung, Kelvin; Snyder, Lawrence","A Case of Computer Science Principles with Traditional Text-based Programming Languages","J. Comput. Sci. Coll.","","1937-4771","","http://dl.acm.org/citation.cfm?id=2667369.2667399","","2014-10","2018-02-06 13:52:30","2018-02-06 13:52:30","","161–172","","1","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6ZJGF8N","conferencePaper","2016","Erkut, Cumhur; Rocchesso, Davide; Monache, Stefano Delle; Serafin, Stefania","A Case of Cooperative Sound Design","Proceedings of the 9th Nordic Conference on Human-Computer Interaction","978-1-4503-4763-1","","10.1145/2971485.2996472","http://doi.acm.org/10.1145/2971485.2996472","","2016","2018-02-06 13:52:30","2018-02-06 13:52:30","","83:1–83:6","","","","","","","NordiCHI '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","design cognition; design theory; product sound design; Sonic interaction design; vocal sketching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNFS6NJE","conferencePaper","2017","Cleland-Huang, Jane; Rahimi, Mona","A Case Study: Injecting Safety-critical Thinking into Graduate Software Engineering Projects","Proceedings of the 39th International Conference on Software Engineering: Software Engineering and Education Track","978-1-5386-2671-9","","10.1109/ICSE-SEET.2017.4","https://doi.org/10.1109/ICSE-SEET.2017.4","","2017","2018-02-06 13:51:37","2018-02-06 13:51:37","","67–76","","","","","","","ICSE-SEET '17","","","","IEEE Press","Piscataway, NJ, USA","","","","","","","","","","","","capstone; pedagogy; safety critical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THSUKRK2","journalArticle","2017","Formby, David; Walid, Anwar; Beyah, Raheem","A Case Study in Power Substation Network Dynamics","Proc. ACM Meas. Anal. Comput. Syst.","","2476-1249","10.1145/3084456","http://doi.acm.org/10.1145/3084456","","2017-06","2018-02-06 13:52:18","2018-02-06 13:52:18","","19:1–19:24","","1","1","","","","","","","","","","","","","","","","","","","","","network characterization; power grid; scada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RKEEND8","conferencePaper","2013","Camilleri, Vanessa; de Freitas, Sara; Montebello, Matthew; McDonagh-Smith, Paul","A Case Study Inside Virtual Worlds: Use of Analytics for Immersive Spaces","Proceedings of the Third International Conference on Learning Analytics and Knowledge","978-1-4503-1785-6","","10.1145/2460296.2460341","http://doi.acm.org/10.1145/2460296.2460341","","2013","2018-02-06 13:49:45","2018-02-21 13:53:06","","230–234","","","","","","","LAK '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","corporate training; data analytics; higher education; pre-service teachers; virtual worlds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSG53JCK","conferencePaper","2013","Aggarwal, Piyush; Luthra, Gaurav; Koradia, Zahir; Seth, Aaditeshwar; Gadodia, Pranay; Abraham, George; Jain, Nikita","A Case Study on the Use of IVR Systems by Visually Impaired People","Proceedings of the 3rd ACM Symposium on Computing for Development","978-1-4503-1856-3","","10.1145/2442882.2442926","http://doi.acm.org/10.1145/2442882.2442926","","2013","2018-02-06 13:52:07","2018-02-06 13:52:07","","38:1–38:2","","","","","","","ACM DEV '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2D7GHMU","conferencePaper","2015","Barmaki, Roghayeh; Hughes, Charles E.","A Case Study to Track Teacher Gestures and Performance in a Virtual Learning Environment","Proceedings of the Fifth International Conference on Learning Analytics And Knowledge","978-1-4503-3417-4","","10.1145/2723576.2723650","http://doi.acm.org/10.1145/2723576.2723650","","2015","2018-02-06 13:50:56","2018-02-21 13:53:08","","420–421","","","","","","","LAK '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","gesture; grounding; professional development; teacher preparation; virtual learning environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBXGHWUN","conferencePaper","2011","Gibson, Brandon Lee","ACM SRC Poster: Gem: A Formal Dynamic Environment for HPC Pedagogy","Proceedings of the 2011 Companion on High Performance Computing Networking, Storage and Analysis Companion","978-1-4503-1030-7","","10.1145/2148600.2148662","http://doi.acm.org/10.1145/2148600.2148662","","2011","2018-02-06 13:52:08","2018-02-06 13:52:08","","119–120","","","","","","","SC '11 Companion","","","","ACM","New York, NY, USA","","","","","","","","","","","","mpi; pedagogy; pthreads","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIWCF6WM","conferencePaper","2015","Dumais, Susan T.","ACM-W Athena Lecture – Large-Scale Behavioral Data: Potential and Pitfalls","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","978-1-4503-3146-3","","10.1145/2702613.2725426","http://doi.acm.org/10.1145/2702613.2725426","","2015","2018-02-06 13:51:19","2018-02-06 13:51:19","","809–811","","","","","","","CHI EA '15","","","","ACM","New York, NY, USA","","","","","","","","","","","","behavioral data; click analysis; methodology; personalization; query analysis; search; search intent; search strategy; user search behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3MDXQDU","conferencePaper","2012","Valdes, Consuelo; Ferreirae, Michelle; Feng, Taili; Wang, Heidi; Tempel, Kelsey; Liu, Sirui; Shaer, Orit","A Collaborative Environment for Engaging Novices in Scientific Inquiry","Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces","978-1-4503-1209-7","","10.1145/2396636.2396654","http://doi.acm.org/10.1145/2396636.2396654","","2012","2018-02-06 13:51:15","2018-02-06 13:51:15","","109–118","","","","","","","ITS '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","collaborative learning.; multi-touch interaction; tabletop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWP8ZQM8","journalArticle","2012","Moreno-Jiménez, José María; Aguarón, Juan; Cardeñosa, Jesús; Escobar, María Teresa; Salazar, José Luis; Toncovich, Adrián; Turón, Alberto","A collaborative platform for cognitive decision making in the Knowledge Society","Computers in Human Behavior","","0747-5632","https://doi.org/10.1016/j.chb.2012.05.011","https://www.sciencedirect.com/science/article/pii/S0747563212001392","Two key aspects of the Knowledge Society are the interconnection between the actors involved in the decision making processes and the importance of the human factor, particularly the citizen’s continuous learning and education. This paper presents a new module devoted to knowledge extraction and diffusion that has been incorporated into a previously developed decision making tool concerning the Internet and related with the multicriteria selection of a discrete number of alternatives (PRIOR-Web). Quantitative and qualitative procedures using data and text mining methods have been employed in the extraction of knowledge. Graphical visualisation tools have been incorporated in the diffusion stage of the methodological approach suggested when dealing with decision making in the Knowledge Society. The resulting collaborative platform is being used as the methodological support for the cognitive democracy known as e-cognocracy.","2012","2018-02-06 16:58:05","2018-02-06 16:58:05","","1921 - 1928","","5","28","","","","","","","","","","","","","","","","","","","","","learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HER45872","journalArticle","2017","Chawdhry, Adnan A.; Douglas, David M.; Paullet, Karen; Pinchot, Jamie","A Comparative Analysis of Academic Dishonestly in Online Classes: An Assessment of Student and Faculty Perceptions: Panel Discussion","J. Comput. Sci. Coll.","","1937-4771","","http://dl.acm.org/citation.cfm?id=3015220.3015254","","2017-01","2018-02-06 13:52:08","2018-02-06 13:52:08","","128–128","","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2B9QVEP","conferencePaper","2016","Kwon, Bum Chul; Lee, Bongshin","A Comparative Evaluation on Online Learning Approaches Using Parallel Coordinate Visualization","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","978-1-4503-3362-7","","10.1145/2858036.2858101","http://doi.acm.org/10.1145/2858036.2858101","","2016","2018-02-06 13:52:01","2018-02-06 13:52:01","","993–997","","","","","","","CHI '16","","","","ACM","New York, NY, USA","","","","","","","","","","","","interactive tutorial; learning by doing; visualization literacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2SVBVFI","journalArticle","2018","Jin, Dawei; Shi, Si; Zhang, Yin; Abbas, Haider; Pan, Guolin","A complex event processing framework for an adaptive language learning system","Future Generation Computer Systems","","0167-739X","https://doi.org/10.1016/j.future.2017.12.032","https://www.sciencedirect.com/science/article/pii/S0167739X17312815","Abstract Ubiquitous learning applications and worldwide educational websites such as {MOOC} (Massive Open Online Courses) are rapidly producing large volume of user data. Current delayed analysis processing in adaptive language learning systems is difficult to cope with the high-speed and high-volume data streams. To overcome this problem, we introduce a complex event processing (CEP) framework for an Adaptive Language Learning System. The system consists of an event adapter sub-system that can process various inputs such as voice, video, text and other interaction events. The event adapter extracts relevant data to support the operational events module, the learning activity events module and the learner knowledge space events module. These three modules in the event hierarchies provide support to the learner adaptation and learner visual analytics modules. In this study, we conduct three simulations to evaluate the initialization time, delay time and throughput of the proposed system. Each of the experiments simulates 1000 learners and 1000 rules and generates 10 events per second. The results indicate the {CEP} framework is efficient with a processing delay of less than 1 . 2 μ s and throughput of 80,000 events per second. We conclude by discussing the study’s implications and suggest ideas for future research.","2018","2018-02-06 16:58:05","2018-02-06 16:58:05","","-","","","","","","","","","","","","","","","","","","","","","","","","Stream processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWZ2R66S","journalArticle","2012","Treur, Jan","A computational agent model incorporating prior and retrospective ownership states for actions","Biologically Inspired Cognitive Architectures","","2212-683X","https://doi.org/10.1016/j.bica.2012.06.001","https://www.sciencedirect.com/science/article/pii/S2212683X12000254","The computational agent model presented in this paper generates prior and retrospective ownership states for an action based on principles from recent neurological theories. A prior ownership state is affected by prediction of the effects of a prepared action, and exerts control by strengthening or suppressing actual execution of the action. A retrospective ownership state depends on whether the sensed consequences of an executed action co-occur with the predicted consequences, and is the basis for acknowledging authorship of actions, for example, in social context. It is shown how a number of known phenomena can occur. For example, scenarios were shown for vetoing a prepared action due to unsatisfactory predicted effects, and for mirroring an observed action performed by another agent, without imitating the action. Moreover, it is shown how poor action effect prediction capabilities can lead to reduced retrospective ownership states, as in persons suffering from schizophrenia. The obtained computational model can be used as a basis for simulation-based training, for example, to develop a virtual patient based on the model so that a psychiatrist or psycho-therapist (e.g., during his or her education) can gain insight in the processes in certain types of patients, or to analyse how effective a certain form of therapy can be. A second type of application is in the area of gaming or virtual stories in which, for example, persons with deviations in ownership states play a role and based on that show unexpected behaviour.","2012","2018-02-06 16:58:55","2018-02-06 16:58:55","","54 - 67","","","2","","","","","","","","","","","","","","","","","","","","","Attribution of actions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWPCHQTG","journalArticle","2017","Cervelin, B. H.; Conti, D.; Diniz-Ehrhardt, M. A.; Martínez, J. M.","A computer model for particle-like simulation in broiler houses","Computers and Electronics in Agriculture","","0168-1699","https://doi.org/10.1016/j.compag.2017.07.002","https://www.sciencedirect.com/science/article/pii/S0168169917304106","Abstract The behavior of chickens in broiler houses is affected by many conditions that involve, from the dimensions and design of the house, to the real-time control of temperature and humidity. A lot of experience is available which provides useful recommendations leading to reasonable efficiency of broiler houses. Trying different alternatives in practice is, or course, very expensive. For this reason, computer simulation becomes an extremely useful tool. Presently, standard computers make it possible to build and run simulation models in which each broiler is considered as a single “particle” whose behavior is subject to the interaction with other broilers and the environment. The objective of this paper is to introduce, discuss, and analyze a new computational model, that, to the best of our knowledge, is the first of this type. The model considers the displacements of the chickens as being analogous to the motion of physico-chemical particles (atoms or molecules), relying on Langevin dynamics and taking temperature, air speed, humidity, house dimensions, chicken population, availability of eaters, and water drinking systems into consideration. The parameters of our model were tunned both using extreme and standard assumptions on the behavior of chickens in a broiler house.","2017","2018-02-06 16:58:33","2018-02-06 16:58:33","","1 - 14","","","141","","","","","","","","","","","","","","","","","","","","","Molecular dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPUWAKVH","journalArticle","2017","Haron, Haryani; Aziz, Noor Hida Natrah; Harun, Afdallyana","A Conceptual Model Participatory Engagement Within E-learning Community","Procedia Computer Science","","1877-0509","https://doi.org/10.1016/j.procs.2017.10.046","https://www.sciencedirect.com/science/article/pii/S187705091732094X","Abstract The growth of e-learning has increased reflected from development of technologies provides numerous enhancement improve communications, collaboration, interaction, and productivity. Explosive of {ICT} has changed the learning ecosystem landscape, nurturing social approach and learning becoming more socialized. However, e-learning tend to used individualistic approach caused seclusion and engaging the learners become an obstacle for e-learning. Focusing in on solely on technology or content aspect cannot be the factor to attracting the learners to engaging in e-learning. The aims of this research to study possible components of participatory engagement to influence the process of engagement in e-learning community based on participatory learning theory. The conceptual model is integration of individual or group of learners, collaborative leaning and highlights the importance of interaction of learners and educators in facilitating each other to engage in e-learning community. Hence, this research identifying participatory engagement component within the e-learning community are essentials in stimulating a strong and sustainable e-learning community. It can be done by incorporating participatory learning model into the e-learning community to enhance engagement which much needed in e-learning community. The introduction of participatory engagement components helps in fostering engagement within the e-learning community. The research employed systematic analysis by framing urgency of the problem based on relevant journal accordingly of the relevant work, summarize information gathered and finally interpreted the information. Based on the information summarized, it is critical and extremely valuable to e-learning community empower by learner through interaction of learners for sustained e-learning community, besides educator – learner interaction as facilitator. In e-learning community, collaborative learning can caused variety of interaction activities contribute to participatory engagement are 1) interactions of learners 2) interaction of educators and learners 3) Interaction with content 4) self-reflection and 5) collaborative learning in e-learning community.","2017","2018-02-06 16:57:33","2018-02-06 16:57:33","","242 - 250","","","116","","","","","","","","","","","","","","","","","","","","","learner to learner interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIHUCK9S","conferencePaper","2016","Kožuh, Ines; Poznič, Anja; Debevc, Matjaž","A Content Analysis of Online Communities for the Deaf and Hard of Hearing","Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion","978-1-4503-4748-8","","10.1145/3019943.3019996","http://doi.acm.org/10.1145/3019943.3019996","","2016","2018-02-06 13:52:13","2018-02-06 13:52:13","","370–377","","","","","","","DSAI 2016","","","","ACM","New York, NY, USA","","","","","","","","","","","","Deaf; hard of hearing; online community; social media; social networking sites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
